Day,Month,Year,Hour,Minute,Argonnessen,Cannith,Ghallanda,Khyber,Orien,Sarlona,Thelanis
5,3,2020,11,30,5,11,10,4,14,6,13
5,3,2020,11,35,6,13,10,5,16,7,12
5,3,2020,11,40,5,14,10,6,14,7,10
5,3,2020,11,45,8,12,11,7,16,8,10
5,3,2020,11,50,5,14,9,8,19,8,10
5,3,2020,11,55,5,16,7,5,17,11,9
5,3,2020,12,0,5,12,9,6,17,11,8
5,3,2020,12,5,7,11,8,5,17,8,9
5,3,2020,12,10,3,15,10,6,16,7,10
5,3,2020,12,15,5,15,10,7,19,8,11
5,3,2020,12,20,6,10,11,7,14,7,10
5,3,2020,12,25,8,13,12,6,13,6,8
5,3,2020,12,30,6,15,14,7,16,5,9
5,3,2020,12,35,9,18,13,6,15,5,10
5,3,2020,12,40,10,17,10,7,16,6,9
5,3,2020,12,45,9,15,9,9,12,7,7
5,3,2020,12,50,8,14,11,9,15,9,7
5,3,2020,12,55,7,13,10,10,16,11,8
5,3,2020,13,0,7,14,11,10,20,10,4
5,3,2020,13,5,6,12,13,11,23,10,5
5,3,2020,13,10,5,10,14,12,20,9,9
5,3,2020,13,15,7,13,12,11,18,10,9
5,3,2020,13,20,5,12,13,10,16,8,12
5,3,2020,13,25,6,11,12,10,14,7,14
5,3,2020,13,30,7,8,10,9,16,6,16
5,3,2020,13,35,6,9,11,10,13,6,17
5,3,2020,13,40,8,8,10,11,15,7,17
5,3,2020,13,45,8,11,13,10,17,8,14
5,3,2020,13,50,7,10,14,7,16,7,14
5,3,2020,13,55,7,9,13,8,18,6,14
5,3,2020,14,0,7,12,15,8,20,7,16
5,3,2020,14,5,9,11,15,6,16,7,12
5,3,2020,14,10,8,10,16,7,16,7,12
5,3,2020,14,15,7,8,16,7,12,6,11
5,3,2020,14,20,7,10,14,7,11,6,13
5,3,2020,14,25,7,10,12,5,14,6,11
5,3,2020,14,30,7,10,10,4,14,5,8
5,3,2020,14,35,5,11,11,6,19,9,5
5,3,2020,14,40,4,14,9,6,12,12,5
5,3,2020,14,45,6,15,8,8,14,11,5
5,3,2020,14,50,7,15,7,7,15,12,3
5,3,2020,14,55,7,13,8,7,10,10,2
5,3,2020,15,0,8,12,8,4,15,12,5
5,3,2020,15,5,8,12,11,7,17,11,4
5,3,2020,15,10,9,11,12,8,14,12,6
5,3,2020,15,15,9,13,15,9,14,11,11
5,3,2020,15,20,10,11,16,10,13,12,10
5,3,2020,15,25,11,12,11,10,12,10,10
5,3,2020,15,30,12,13,9,10,12,8,14
5,3,2020,15,35,14,9,8,10,14,9,14
5,3,2020,15,40,13,10,5,9,13,11,13
5,3,2020,15,45,11,10,6,9,10,11,12
5,3,2020,15,50,10,13,8,7,15,12,11
5,3,2020,15,55,10,14,9,8,17,11,11
5,3,2020,16,0,9,16,13,9,13,11,12
5,3,2020,16,5,6,14,14,7,13,9,12
5,3,2020,16,10,6,13,14,7,13,11,12
5,3,2020,16,15,7,14,15,9,13,13,12
5,3,2020,16,20,8,13,13,9,10,13,8
5,3,2020,16,25,6,12,15,9,11,12,10
5,3,2020,16,30,8,15,13,7,14,9,12
5,3,2020,16,35,10,11,12,11,15,7,13
5,3,2020,16,40,11,9,11,11,15,8,13
5,3,2020,16,45,9,11,13,9,18,6,12
5,3,2020,16,50,10,10,15,9,13,9,10
5,3,2020,16,55,11,10,16,9,9,9,10
5,3,2020,17,0,10,8,12,10,14,10,10
5,3,2020,17,5,11,11,10,9,16,10,13
5,3,2020,17,10,12,13,14,8,15,11,14
5,3,2020,17,15,13,12,14,11,15,13,12
5,3,2020,17,20,11,17,17,8,16,11,11
5,3,2020,17,25,11,11,12,10,19,11,11
5,3,2020,17,30,10,15,13,13,18,8,11
5,3,2020,17,35,10,13,11,14,12,9,9
5,3,2020,17,40,12,12,9,14,12,8,11
5,3,2020,17,45,13,14,12,13,12,8,13
5,3,2020,17,50,14,13,10,12,11,12,13
5,3,2020,17,55,12,15,9,11,15,12,13
5,3,2020,18,0,12,12,13,11,18,12,12
5,3,2020,18,5,12,13,12,12,17,10,11
5,3,2020,18,10,10,14,8,11,17,11,12
5,3,2020,18,15,10,14,11,13,17,8,12
5,3,2020,18,20,11,13,11,12,16,8,11
5,3,2020,18,25,14,16,13,14,12,11,12
5,3,2020,18,30,12,13,15,13,15,10,13
5,3,2020,18,35,12,14,17,9,13,9,10
5,3,2020,18,40,13,17,14,10,14,10,11
5,3,2020,18,45,12,17,13,10,17,13,12
5,3,2020,18,50,10,18,9,13,16,13,13
5,3,2020,18,55,7,15,9,11,17,14,10
5,3,2020,19,0,7,13,10,10,14,15,10
5,3,2020,19,5,8,11,10,11,16,11,8
5,3,2020,19,10,10,14,11,12,18,9,10
5,3,2020,19,15,11,14,12,12,19,10,10
5,3,2020,19,20,9,16,10,11,16,12,9
5,3,2020,19,25,9,17,11,9,15,14,9
5,3,2020,19,30,9,17,12,8,15,12,9
5,3,2020,19,35,8,17,9,9,12,10,11
5,3,2020,19,40,9,16,13,10,15,6,11
5,3,2020,19,45,9,16,11,7,13,6,9
5,3,2020,19,50,7,15,11,5,12,7,7
5,3,2020,19,55,8,15,10,4,13,7,8
5,3,2020,20,0,9,14,10,4,14,8,7
5,3,2020,20,5,9,12,13,6,14,10,8
5,3,2020,20,10,9,15,13,5,17,10,6
5,3,2020,20,15,10,16,11,7,14,11,6
5,3,2020,20,20,12,17,10,7,14,11,8
5,3,2020,20,25,11,13,11,4,15,9,7
5,3,2020,20,30,11,11,9,5,14,10,7
5,3,2020,20,35,12,11,10,8,13,13,6
5,3,2020,20,40,13,11,13,8,15,11,5
5,3,2020,20,45,10,12,12,7,18,11,7
5,3,2020,20,50,12,15,12,7,16,10,7
5,3,2020,20,55,11,15,9,6,18,9,7
5,3,2020,21,0,11,14,11,8,19,8,7
5,3,2020,21,5,11,12,8,6,18,10,10
5,3,2020,21,10,9,13,8,7,14,7,8
5,3,2020,21,15,10,15,8,7,15,10,7
5,3,2020,21,20,11,15,8,10,14,9,8
5,3,2020,21,25,11,16,10,7,16,9,8
5,3,2020,21,30,12,15,11,9,10,11,7
5,3,2020,21,35,13,15,12,6,8,9,7
5,3,2020,21,40,12,16,13,7,8,9,12
5,3,2020,21,45,12,17,12,6,14,12,10
5,3,2020,21,50,13,15,10,6,12,13,8
5,3,2020,21,55,13,13,15,9,10,16,9
5,3,2020,22,0,12,14,14,9,14,15,11
5,3,2020,22,5,13,14,16,7,13,15,12
5,3,2020,22,10,14,17,17,7,12,16,10
5,3,2020,22,15,15,16,17,7,15,14,12
5,3,2020,22,20,14,18,15,6,14,11,10
5,3,2020,22,25,12,17,15,6,19,10,9
5,3,2020,22,30,7,14,14,7,17,11,10
5,3,2020,22,35,9,12,15,6,17,13,11
5,3,2020,22,40,10,13,14,7,17,15,12
5,3,2020,22,45,7,13,14,9,14,16,11
5,3,2020,22,50,6,14,13,8,16,14,11
5,3,2020,22,55,6,14,11,8,17,11,11
5,3,2020,23,0,5,11,13,7,12,9,11
5,3,2020,23,5,9,13,12,8,12,9,7
5,3,2020,23,10,8,14,10,7,10,11,10
5,3,2020,23,15,9,12,11,6,12,13,8
5,3,2020,23,20,8,14,11,7,8,14,10
5,3,2020,23,25,7,12,11,6,12,16,12
5,3,2020,23,30,7,12,10,7,12,12,10
5,3,2020,23,35,11,12,10,7,9,11,10
5,3,2020,23,40,10,13,10,7,10,10,11
5,3,2020,23,45,9,12,10,6,6,9,10
5,3,2020,23,50,8,14,8,6,10,11,11
5,3,2020,23,55,8,17,8,4,11,10,8
6,3,2020,0,0,7,17,6,6,10,11,4
6,3,2020,0,5,6,16,6,5,13,10,5
6,3,2020,0,10,8,16,5,4,13,7,5
6,3,2020,0,15,10,14,9,3,9,6,3
6,3,2020,0,20,11,14,8,2,10,5,3
6,3,2020,0,25,9,10,9,3,12,9,2
6,3,2020,0,30,8,10,7,4,10,9,5
6,3,2020,0,35,9,11,7,4,9,10,6
6,3,2020,0,40,8,12,8,4,8,11,8
6,3,2020,0,45,7,12,9,3,7,10,8
6,3,2020,0,50,8,10,9,3,8,10,8
6,3,2020,0,55,7,12,8,4,7,8,8
6,3,2020,1,0,10,11,8,5,7,7,10
6,3,2020,1,5,8,12,8,6,10,9,9
6,3,2020,1,10,7,11,8,6,7,10,8
6,3,2020,1,15,5,10,9,6,8,8,8
6,3,2020,1,20,5,11,9,7,6,6,7
6,3,2020,1,25,5,9,8,7,7,7,5
6,3,2020,1,30,6,11,9,6,8,6,5
6,3,2020,1,35,6,10,8,4,6,4,5
6,3,2020,1,40,7,12,7,6,6,5,5
6,3,2020,1,45,7,9,9,5,8,5,6
6,3,2020,1,50,8,9,9,3,5,6,5
6,3,2020,1,55,8,10,9,4,7,7,2
6,3,2020,2,0,7,9,9,4,8,7,2
6,3,2020,2,5,8,11,10,5,8,6,3
6,3,2020,2,10,8,13,10,6,7,6,2
6,3,2020,2,15,7,11,9,7,8,5,3
6,3,2020,2,20,8,11,8,6,7,6,3
6,3,2020,2,25,8,10,8,6,6,6,3
6,3,2020,2,30,7,10,8,5,6,7,2
6,3,2020,2,35,9,9,8,4,7,7,2
6,3,2020,2,40,7,7,8,4,5,8,2
6,3,2020,2,45,7,7,8,4,6,6,2
6,3,2020,2,50,6,4,7,4,5,7,2
6,3,2020,2,55,4,6,6,3,5,7,2
6,3,2020,3,0,4,5,6,3,5,5,1
6,3,2020,3,5,4,8,5,6,2,4,1
6,3,2020,3,10,4,9,4,5,4,4,2
6,3,2020,3,15,6,8,4,5,3,7,2
6,3,2020,3,20,6,6,4,4,6,7,1
6,3,2020,3,25,3,6,4,4,6,7,1
6,3,2020,3,30,2,5,4,4,8,7,1
6,3,2020,3,35,3,6,4,5,9,8,1
6,3,2020,3,40,4,5,2,5,11,6,2
6,3,2020,3,45,4,6,4,6,10,8,2
6,3,2020,3,50,6,5,5,6,8,8,2
6,3,2020,3,55,6,9,5,6,8,10,2
6,3,2020,4,0,7,9,6,6,7,12,3
6,3,2020,4,5,7,8,6,6,7,12,4
6,3,2020,4,10,6,12,7,4,6,10,3
6,3,2020,4,15,6,13,7,3,7,10,3
6,3,2020,4,20,6,12,5,4,8,8,3
6,3,2020,4,25,6,13,7,3,9,5,3
6,3,2020,4,30,6,11,5,3,9,5,3
6,3,2020,4,35,7,12,5,2,8,5,3
6,3,2020,4,40,6,12,5,2,6,6,4
6,3,2020,4,45,5,11,6,3,6,7,4
6,3,2020,4,50,5,13,3,3,5,7,5
6,3,2020,4,55,5,11,4,4,4,8,5
6,3,2020,5,0,6,13,5,5,6,7,5
6,3,2020,5,5,6,11,5,5,7,7,4
6,3,2020,5,10,6,10,6,5,6,5,4
6,3,2020,5,15,6,10,6,5,8,7,5
6,3,2020,5,20,5,9,5,6,7,7,4
6,3,2020,5,25,4,9,5,6,7,5,5
6,3,2020,5,30,4,8,6,7,7,6,4
6,3,2020,5,35,5,7,7,4,7,6,5
6,3,2020,5,40,5,9,7,5,6,6,4
6,3,2020,5,45,6,9,7,5,6,6,4
6,3,2020,5,50,3,10,5,4,5,4,5
6,3,2020,5,55,2,8,5,4,7,7,4
6,3,2020,6,0,1,9,5,3,7,8,4
6,3,2020,6,5,1,11,4,3,5,7,7
6,3,2020,6,10,1,11,4,4,7,9,7
6,3,2020,6,15,2,10,4,3,6,9,7
6,3,2020,6,20,2,12,4,3,8,10,6
6,3,2020,6,25,2,11,4,3,7,8,5
6,3,2020,6,30,2,11,4,2,7,8,6
6,3,2020,6,35,2,9,5,3,6,11,6
6,3,2020,6,40,2,7,6,4,3,10,5
6,3,2020,6,45,2,10,5,2,4,10,5
6,3,2020,6,50,2,10,4,3,7,10,3
6,3,2020,6,55,3,9,4,2,7,11,3
6,3,2020,7,0,5,9,5,2,9,13,5
6,3,2020,7,5,5,10,5,2,9,13,6
6,3,2020,7,10,6,14,6,2,9,9,7
6,3,2020,7,15,5,14,6,1,9,13,5
6,3,2020,7,20,5,13,5,2,8,13,6
6,3,2020,7,25,6,13,5,3,7,14,5
6,3,2020,7,30,5,15,6,4,7,10,4
6,3,2020,7,35,4,14,5,4,6,12,2
6,3,2020,7,40,5,15,7,5,7,10,3
6,3,2020,7,45,5,14,6,6,7,11,3
6,3,2020,7,50,6,14,5,6,8,11,5
6,3,2020,7,55,7,13,5,7,12,14,5
6,3,2020,8,0,7,13,6,5,12,11,6
6,3,2020,8,5,10,13,9,6,11,11,5
6,3,2020,8,10,10,14,10,5,13,12,2
6,3,2020,8,15,10,14,6,5,8,11,2
6,3,2020,8,20,10,11,8,6,11,10,2
6,3,2020,8,25,7,11,9,4,12,9,2
6,3,2020,8,30,7,9,11,3,6,11,2
6,3,2020,8,35,7,13,6,3,8,8,3
6,3,2020,8,40,7,14,5,4,6,10,5
6,3,2020,8,45,7,13,7,5,6,9,5
6,3,2020,8,50,5,13,9,6,8,10,6
6,3,2020,8,55,6,15,10,5,7,9,7
6,3,2020,9,0,6,14,8,4,10,7,8
6,3,2020,9,5,5,14,7,4,9,10,5
6,3,2020,9,10,6,14,8,5,6,8,8
6,3,2020,9,15,5,13,11,2,7,8,8
6,3,2020,9,20,5,11,7,3,7,9,9
6,3,2020,9,25,7,11,9,3,10,12,9
6,3,2020,9,30,9,11,10,3,12,13,9
6,3,2020,9,35,9,9,11,5,12,14,8
6,3,2020,9,40,12,10,9,4,11,17,7
6,3,2020,9,45,11,12,8,5,8,16,8
6,3,2020,9,50,8,12,10,4,7,15,8
6,3,2020,9,55,8,11,11,5,6,14,7
6,3,2020,10,0,8,14,13,6,7,14,7
6,3,2020,10,5,8,13,10,6,8,13,8
6,3,2020,10,10,11,12,9,5,10,13,8
6,3,2020,10,15,11,14,10,8,10,12,8
6,3,2020,10,20,9,14,12,8,10,11,7
6,3,2020,10,25,7,12,12,8,12,12,6
6,3,2020,10,30,8,10,13,8,12,10,5
6,3,2020,10,35,8,12,12,8,13,9,6
6,3,2020,10,40,9,10,12,9,16,8,9
6,3,2020,10,45,9,8,10,9,15,8,8
6,3,2020,10,50,10,10,10,9,15,7,7
6,3,2020,10,55,9,11,13,8,13,7,7
6,3,2020,11,0,10,12,13,9,11,7,5
6,3,2020,11,5,12,14,9,8,10,7,6
6,3,2020,11,10,12,14,10,8,12,6,7
6,3,2020,11,15,10,14,7,9,14,7,8
6,3,2020,11,20,8,12,10,10,12,7,7
6,3,2020,11,25,10,13,9,9,15,7,8
6,3,2020,11,30,11,12,8,8,14,6,9
6,3,2020,11,35,10,10,10,6,13,8,9
6,3,2020,11,40,10,10,9,5,11,8,7
6,3,2020,11,45,10,5,9,6,12,7,10
6,3,2020,11,50,12,5,9,7,10,7,8
6,3,2020,11,55,13,5,14,5,10,6,9
6,3,2020,12,0,14,10,10,7,10,7,6
6,3,2020,12,5,11,10,11,8,10,6,3
6,3,2020,12,10,10,9,9,8,12,8,2
6,3,2020,12,15,11,11,10,8,12,6,6
6,3,2020,12,20,8,12,14,7,13,5,4
6,3,2020,12,25,9,13,16,3,11,5,8
6,3,2020,12,30,8,11,15,7,13,5,8
6,3,2020,12,35,11,10,18,7,10,5,6
6,3,2020,12,40,11,9,15,7,16,7,4
6,3,2020,12,45,10,11,14,7,15,8,5
6,3,2020,12,50,10,10,15,8,16,10,5
6,3,2020,12,55,9,9,13,7,17,9,4
6,3,2020,13,0,7,12,12,6,16,7,7
6,3,2020,13,5,6,13,12,5,15,7,9
6,3,2020,13,10,7,12,11,7,15,7,10
6,3,2020,13,15,8,13,14,8,15,6,6
6,3,2020,13,20,10,16,15,7,17,6,9
6,3,2020,13,25,9,13,13,7,14,6,11
6,3,2020,13,30,10,15,11,7,13,6,10
6,3,2020,13,35,10,13,10,8,14,7,8
6,3,2020,13,40,9,9,13,10,16,7,10
6,3,2020,13,45,11,10,13,8,18,8,9
6,3,2020,13,50,10,5,15,8,17,6,11
6,3,2020,13,55,11,8,14,7,16,6,14
6,3,2020,14,0,11,10,11,7,13,6,17
6,3,2020,14,5,13,10,13,6,14,7,11
6,3,2020,14,10,12,11,13,7,15,6,12
6,3,2020,14,15,14,14,14,7,14,6,11
6,3,2020,14,20,15,13,14,6,16,7,8
6,3,2020,14,25,12,11,13,4,14,8,8
6,3,2020,14,30,11,13,9,4,13,8,9
6,3,2020,14,35,11,16,10,4,11,7,9
6,3,2020,14,40,10,14,8,4,11,7,9
6,3,2020,14,45,9,14,12,3,16,7,13
6,3,2020,14,50,11,13,14,8,14,7,12
6,3,2020,14,55,12,14,13,10,15,7,11
6,3,2020,15,0,9,12,15,9,17,7,14
6,3,2020,15,5,10,10,16,9,13,6,15
6,3,2020,15,10,9,11,14,8,17,6,12
6,3,2020,15,15,10,11,11,10,14,6,8
6,3,2020,15,20,11,14,12,10,16,4,15
6,3,2020,15,25,10,15,10,8,20,5,14
6,3,2020,15,30,10,11,9,10,16,6,11
6,3,2020,15,35,10,13,10,10,11,6,10
6,3,2020,15,40,12,13,10,12,11,6,10
6,3,2020,15,45,11,15,9,15,13,5,9
6,3,2020,15,50,10,15,11,11,18,5,11
6,3,2020,15,55,9,18,14,10,16,6,9
6,3,2020,16,0,14,18,11,11,19,7,9
6,3,2020,16,5,10,17,11,9,17,6,10
6,3,2020,16,10,12,15,10,10,19,6,13
6,3,2020,16,15,10,13,13,10,20,8,11
6,3,2020,16,20,12,9,14,9,19,6,12
6,3,2020,16,25,11,11,11,10,18,6,12
6,3,2020,16,30,12,13,13,9,16,7,12
6,3,2020,16,35,10,11,16,9,22,7,13
6,3,2020,16,40,9,9,14,9,21,8,12
6,3,2020,16,45,10,13,12,5,19,8,11
6,3,2020,16,50,9,13,17,3,19,10,11
6,3,2020,16,55,8,10,22,5,18,9,10
6,3,2020,17,0,8,12,17,5,20,11,10
6,3,2020,17,5,11,11,16,5,18,11,11
6,3,2020,17,10,12,12,19,10,17,11,10
6,3,2020,17,15,13,14,15,6,16,10,10
6,3,2020,17,20,14,13,15,8,11,11,11
6,3,2020,17,25,13,10,16,7,13,12,13
6,3,2020,17,30,12,12,10,9,12,15,12
6,3,2020,17,35,11,15,11,9,13,14,8
6,3,2020,17,40,9,14,12,11,10,15,10
6,3,2020,17,45,11,16,13,8,10,13,14
6,3,2020,17,50,10,14,12,8,7,11,15
6,3,2020,17,55,12,13,13,8,6,11,10
6,3,2020,18,0,15,15,13,8,7,14,9
6,3,2020,18,5,13,16,16,6,8,15,8
6,3,2020,18,10,11,13,13,5,13,13,10
6,3,2020,18,15,10,15,17,5,17,14,11
6,3,2020,18,20,13,16,18,5,18,13,11
6,3,2020,18,25,12,13,14,3,17,15,12
6,3,2020,18,30,13,13,16,7,16,14,9
6,3,2020,18,35,12,13,13,5,16,15,8
6,3,2020,18,40,12,10,10,6,14,14,11
6,3,2020,18,45,12,11,14,8,16,16,10
6,3,2020,18,50,15,10,15,8,17,17,11
6,3,2020,18,55,10,11,12,8,12,11,13
6,3,2020,19,0,12,12,11,7,14,13,13
6,3,2020,19,5,12,15,11,5,17,15,14
6,3,2020,19,10,11,15,11,7,19,18,15
6,3,2020,19,15,15,15,11,9,22,19,16
6,3,2020,19,20,14,12,10,8,24,18,14
6,3,2020,19,25,17,14,9,8,23,15,17
6,3,2020,19,30,12,12,7,9,20,12,11
6,3,2020,19,35,10,11,6,9,21,13,10
6,3,2020,19,40,10,12,8,8,21,11,12
6,3,2020,19,45,8,11,9,7,19,12,12
6,3,2020,19,50,7,12,13,10,20,10,12
6,3,2020,19,55,6,11,9,8,18,10,13
6,3,2020,20,0,9,9,9,12,19,11,11
6,3,2020,20,5,8,9,9,10,17,14,11
6,3,2020,20,10,8,9,8,10,16,13,11
6,3,2020,20,15,9,11,11,12,18,13,12
6,3,2020,20,20,11,9,11,9,21,13,12
6,3,2020,20,25,11,8,11,9,22,10,10
6,3,2020,20,30,9,6,12,10,22,14,8
6,3,2020,20,35,7,5,12,11,18,12,9
6,3,2020,20,40,8,7,12,13,16,14,8
6,3,2020,20,45,10,9,12,13,16,10,9
6,3,2020,20,50,9,11,13,11,20,12,7
6,3,2020,20,55,12,11,12,9,17,16,11
6,3,2020,21,0,10,10,9,10,16,15,10
6,3,2020,21,5,14,12,10,11,18,16,9
6,3,2020,21,10,15,13,10,14,14,14,10
6,3,2020,21,15,16,11,12,15,14,16,9
6,3,2020,21,20,17,11,11,14,16,13,10
6,3,2020,21,25,17,11,11,14,16,17,10
6,3,2020,21,30,19,10,11,14,20,11,8
6,3,2020,21,35,15,15,11,15,20,9,8
6,3,2020,21,40,16,15,10,13,19,12,10
6,3,2020,21,45,17,15,12,13,19,13,9
6,3,2020,21,50,15,12,11,8,18,15,9
6,3,2020,21,55,17,11,10,9,16,13,9
6,3,2020,22,0,15,10,9,12,17,16,11
6,3,2020,22,5,16,13,10,12,17,12,9
6,3,2020,22,10,13,15,12,14,13,14,7
6,3,2020,22,15,13,14,14,16,16,9,9
6,3,2020,22,20,10,13,13,15,15,11,10
6,3,2020,22,25,11,15,14,18,17,10,11
6,3,2020,22,30,10,12,14,16,15,12,9
6,3,2020,22,35,12,13,13,14,11,9,12
6,3,2020,22,40,10,8,14,15,8,9,11
6,3,2020,22,45,9,9,14,16,10,6,12
6,3,2020,22,50,9,9,11,15,8,9,11
6,3,2020,22,55,7,7,13,12,10,10,11
6,3,2020,23,0,9,7,14,9,13,8,10
6,3,2020,23,5,10,5,15,11,14,11,10
6,3,2020,23,10,10,5,12,11,13,12,10
6,3,2020,23,15,9,5,11,9,10,8,9
6,3,2020,23,20,11,7,12,10,12,8,10
6,3,2020,23,25,10,9,12,13,14,7,8
6,3,2020,23,30,8,9,13,10,12,9,9
6,3,2020,23,35,11,8,12,11,14,12,9
6,3,2020,23,40,8,10,11,12,13,14,10
6,3,2020,23,45,11,13,9,13,12,12,10
6,3,2020,23,50,12,8,9,17,15,11,10
6,3,2020,23,55,11,8,9,15,15,10,9
7,3,2020,0,0,13,11,8,12,13,11,9
7,3,2020,0,5,13,9,11,14,12,11,9
7,3,2020,0,10,13,11,14,15,13,12,7
7,3,2020,0,15,0,0,0,0,0,0,0
7,3,2020,0,20,0,0,0,0,0,0,0
7,3,2020,0,25,0,0,0,0,0,0,0
7,3,2020,0,30,0,0,0,0,0,0,0
7,3,2020,0,35,0,0,0,0,0,0,0
7,3,2020,0,40,0,0,0,0,0,0,0
7,3,2020,0,45,0,0,0,0,0,0,0
7,3,2020,0,50,2,2,4,5,3,7,0
7,3,2020,0,55,3,5,6,6,3,9,5
7,3,2020,1,0,5,8,6,7,3,8,4
7,3,2020,1,5,5,6,6,7,5,6,3
7,3,2020,1,10,6,7,7,7,6,6,4
7,3,2020,1,15,5,10,6,9,5,6,5
7,3,2020,1,20,5,10,8,8,8,8,4
7,3,2020,1,25,5,9,11,9,8,8,5
7,3,2020,1,30,6,9,9,9,8,10,5
7,3,2020,1,35,7,7,8,9,7,9,4
7,3,2020,1,40,6,10,8,10,7,6,5
7,3,2020,1,45,5,10,8,7,6,5,5
7,3,2020,1,50,5,9,9,9,8,6,5
7,3,2020,1,55,5,11,9,8,6,8,5
7,3,2020,2,0,5,11,8,8,8,10,7
7,3,2020,2,5,4,9,7,7,9,10,10
7,3,2020,2,10,5,8,5,7,8,10,10
7,3,2020,2,15,4,8,8,8,8,10,8
7,3,2020,2,20,4,8,8,7,10,11,7
7,3,2020,2,25,4,8,8,6,8,12,7
7,3,2020,2,30,4,7,7,7,9,9,8
7,3,2020,2,35,5,9,7,6,9,13,7
7,3,2020,2,40,4,6,8,5,10,15,4
7,3,2020,2,45,4,6,9,5,11,14,4
7,3,2020,2,50,4,5,10,5,13,14,7
7,3,2020,2,55,4,7,10,6,13,15,7
7,3,2020,3,0,5,6,10,7,15,12,4
7,3,2020,3,5,6,7,9,7,17,11,4
7,3,2020,3,10,5,7,9,7,15,11,5
7,3,2020,3,15,4,6,10,7,18,11,5
7,3,2020,3,20,5,8,11,7,14,9,4
7,3,2020,3,25,6,7,11,6,14,9,5
7,3,2020,3,30,4,7,11,7,13,6,4
7,3,2020,3,35,3,8,9,6,12,8,4
7,3,2020,3,40,3,8,10,4,14,9,4
7,3,2020,3,45,3,7,9,6,10,9,5
7,3,2020,3,50,4,7,8,4,9,11,6
7,3,2020,3,55,4,8,9,5,9,9,7
7,3,2020,4,0,5,9,8,5,6,10,6
7,3,2020,4,5,3,11,7,5,4,12,4
7,3,2020,4,10,3,11,6,6,6,13,6
7,3,2020,4,15,2,8,8,5,7,11,4
7,3,2020,4,20,3,9,8,5,8,11,3
7,3,2020,4,25,3,9,7,5,8,11,2
7,3,2020,4,30,3,10,6,5,11,11,2
7,3,2020,4,35,3,9,6,4,8,10,5
7,3,2020,4,40,3,7,7,4,8,10,5
7,3,2020,4,45,5,8,8,5,7,9,5
7,3,2020,4,50,4,9,9,5,9,9,5
7,3,2020,4,55,3,10,10,6,6,9,3
7,3,2020,5,0,2,9,9,5,11,7,4
7,3,2020,5,5,2,8,8,8,12,5,3
7,3,2020,5,10,3,8,8,7,11,6,3
7,3,2020,5,15,6,12,7,7,14,8,3
7,3,2020,5,20,6,9,7,7,10,9,2
7,3,2020,5,25,6,8,8,9,11,9,2
7,3,2020,5,30,6,9,9,8,12,11,2
7,3,2020,5,35,6,7,9,8,11,9,2
7,3,2020,5,40,6,7,6,8,11,9,2
7,3,2020,5,45,6,6,6,6,13,8,3
7,3,2020,5,50,6,6,6,6,15,7,4
7,3,2020,5,55,4,5,8,5,16,8,5
7,3,2020,6,0,5,4,9,4,13,9,6
7,3,2020,6,5,6,5,9,7,14,11,6
7,3,2020,6,10,4,7,11,8,15,12,6
7,3,2020,6,15,4,6,14,6,13,12,6
7,3,2020,6,20,2,8,10,6,10,11,7
7,3,2020,6,25,3,9,10,7,13,10,9
7,3,2020,6,30,4,10,9,8,12,11,8
7,3,2020,6,35,4,9,10,8,11,10,8
7,3,2020,6,40,4,6,9,5,12,9,8
7,3,2020,6,45,3,9,9,6,14,9,7
7,3,2020,6,50,3,10,10,8,13,10,9
7,3,2020,6,55,6,11,10,8,11,10,9
7,3,2020,7,0,7,10,11,8,12,14,12
7,3,2020,7,5,7,8,9,10,5,12,10
7,3,2020,7,10,5,7,9,10,9,12,8
7,3,2020,7,15,5,9,10,10,10,12,9
7,3,2020,7,20,4,9,10,12,10,10,9
7,3,2020,7,25,4,9,10,10,10,9,8
7,3,2020,7,30,5,9,11,8,9,10,5
7,3,2020,7,35,4,11,11,9,9,7,10
7,3,2020,7,40,3,12,12,9,12,8,9
7,3,2020,7,45,3,14,13,8,14,11,12
7,3,2020,7,50,4,17,13,7,17,12,10
7,3,2020,7,55,3,13,12,7,12,8,9
7,3,2020,8,0,3,14,13,8,12,9,7
7,3,2020,8,5,3,15,13,9,9,7,8
7,3,2020,8,10,3,15,12,8,9,8,6
7,3,2020,8,15,4,16,14,11,9,7,7
7,3,2020,8,20,4,11,14,10,10,6,7
7,3,2020,8,25,4,11,12,9,6,9,7
7,3,2020,8,30,4,9,10,9,9,11,12
7,3,2020,8,35,6,10,9,8,10,8,12
7,3,2020,8,40,6,10,10,8,10,10,10
7,3,2020,8,45,7,13,12,6,11,9,11
7,3,2020,8,50,7,11,13,6,13,9,10
7,3,2020,8,55,8,9,14,6,10,9,10
7,3,2020,9,0,9,9,13,6,12,8,9
7,3,2020,9,5,6,13,13,6,10,8,8
7,3,2020,9,10,7,12,16,7,17,6,9
7,3,2020,9,15,9,9,18,7,16,7,9
7,3,2020,9,20,9,11,18,8,16,7,7
7,3,2020,9,25,9,9,18,11,15,7,12
7,3,2020,9,30,9,13,15,9,13,9,12
7,3,2020,9,35,13,11,15,8,17,11,10
7,3,2020,9,40,10,15,13,8,14,11,10
7,3,2020,9,45,9,15,12,6,13,9,8
7,3,2020,9,50,8,14,18,6,16,9,8
